"353150210","RESKO-SMÓLSKO","2008","01","01","06","4","",0,"8",0,"8","","","",6,"",0,"8",0,"8",8,"",200,"",1,"",0,"",.3,"",.0,"8","U","",6.2,"",100,"",.3,"",1015.3,"",1022.4,"",2,.2,"",2.1,"",7,"","10","/","8","","5","","","/","","","/","","",13,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","01","12","5","",0,"8",0,"8","","","",6,"",0,"8",0,"8",7,"",110,"",2,"",0,"",1.2,"",.0,"8","U","",6.3,"",95,"",.5,"",1017.3,"",1024.4,"",2,.8,"",.1,"",7,"","10","7","7","","5","","","/","","","/","","",11,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","01","18","4","",0,"8",0,"8","","","",6,"",0,"8",0,"8",8,"",110,"",2,"",0,"",1.0,"",.0,"8","U","",6.5,"",99,"",.9,"",1020.4,"",1027.5,"",2,1.4,"",.0,"9",0,"9","10","2","8","","5","","","/","","","/","","",1,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","02","06","3","",0,"8",0,"8","","","",6,"",0,"8",0,"8",8,"",90,"",2,"",0,"",-.1,"",.0,"8","U","",5.8,"",95,"",-.8,"",1023.0,"",1030.2,"",4,.0,"",.4,"",7,"","71","/","6","","7","","","2","","","/","","",13,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","02","12","5","",0,"8",0,"8","","","",6,"",0,"8",0,"8",7,"",100,"",4,"",0,"",-.5,"",.0,"8","U","",4.9,"",83,"",-3.0,"",1023.3,"",1030.5,"",7,-.4,"",.0,"",7,"","10","7","7","","5","","","/","","","/","","",11,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","02","18","9","",0,"8",0,"8","","","",6,"",0,"8",0,"8",0,"",90,"",4,"",0,"",-4.3,"",.0,"8","U","",3.6,"",80,"",-7.2,"",1022.4,"",1029.7,"",7,-.7,"",.0,"9",0,"9","10","1","0","","0","","","0","","","0","","",15,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","03","06","3","",0,"8",0,"8","","","",6,"",0,"8",0,"8",8,"",120,"",5,"",0,"",-6.7,"",.0,"8","U","",3.0,"",80,"",-9.6,"",1019.3,"",1026.6,"",7,-.7,"",.2,"",7,"","71","/","6","","7","","","2","","","/","","",17,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","03","12","4","",0,"8",0,"8","","","",7,"",0,"8",0,"8",8,"",120,"",5,"",10,"",-6.8,"",.0,"8","U","",2.8,"",75,"",-10.5,"",1019.0,"",1026.3,"",7,-.7,"",.0,"",7,"","03","7","8","","5","","","/","","","/","","",17,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","03","18","5","",0,"8",0,"8","","","",7,"",0,"8",0,"8",2,"",120,"",7,"",0,"",-6.6,"",.0,"8","U","",2.6,"",70,"",-11.2,"",1019.6,"",1026.9,"",6,-.1,"",.0,"",7,"","01","7","2","","5","","","0","","","0","","",15,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"353150210","RESKO-SMÓLSKO","2008","01","04","06","9","",0,"8",0,"8","","","",7,"",0,"8",0,"8",0,"",120,"",6,"",12,"",-8.0,"",.0,"8","U","",2.6,"",78,"",-11.2,"",1020.2,"",1027.6,"",7,-.1,"",.0,"9",0,"9","02","/","0","","0","","","0","","","0","","",4,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
