"350150510","君IEｯKA","2007","01","01","00","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",28,"",0,"",-1.7,"",.0,"8","U","",5.4,"",100,"",-1.7,"",834.7,"",1468.9,"",5,-3.4,"",.2,"",5,"","49","4","9","","/","","","/","","","/","","",19,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","01","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",30,"",0,"",-1.3,"",.0,"8","U","",5.6,"",100,"",-1.3,"",833.9,"",1461.0,"",7,-1.3,"",.0,"8",0,"8","49","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","02","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",27,"",0,"",-1.2,"",.0,"8","U","",5.6,"",100,"",-1.2,"",833.1,"",1453.3,"",8,-1.3,"",.0,"8",0,"8","49","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","03","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",26,"",0,"",-1.4,"",.0,"8","U","",5.5,"",100,"",-1.4,"",831.7,"",1440.0,"",8,-3.0,"",.0,"8",0,"8","71","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","04","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",28,"",0,"",-.9,"",.0,"8","U","",5.7,"",100,"",-.9,"",829.7,"",1420.5,"",8,-4.2,"",.0,"8",0,"8","71","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","05","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",28,"",0,"",-.2,"",.0,"8","U","",6.0,"",100,"",-.2,"",828.0,"",1403.5,"",7,-5.1,"",.0,"8",0,"8","49","7","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","06","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",28,"",0,"",.0,"",.0,"8","U","",6.1,"",100,"",.0,"",829.1,"",1414.0,"",5,-2.6,"",2.7,"",7,"","49","7","9","","/","","","/","","","/","","",19,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","07","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",29,"",0,"",.2,"",.0,"8","U","",6.2,"",100,"",.2,"",828.5,"",1408.1,"",7,-1.2,"",.0,"8",0,"8","45","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","08","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",250,"",27,"",0,"",.3,"",.0,"8","U","",6.2,"",100,"",.3,"",828.9,"",1411.9,"",2,.9,"",.0,"8",0,"8","61","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350150510","君IEｯKA","2007","01","01","09","/","",0,"8",0,"8","","","",0,"",0,"8",0,"8",9,"",270,"",26,"",0,"",.1,"",.0,"8","U","",6.2,"",100,"",.1,"",829.2,"",1414.9,"",3,.1,"",.0,"8",0,"8","61","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
