"354170125","LÊBORK","2006","01","01","06","4","",0,"8",0,"8","","","",7,"",0,"8",0,"8",8,"",160,"",5,"",0,"",1.9,"",.0,"8","U","",6.4,"",91,"",.6,"",997.3,"",1002.4,"",2,1.5,"",.0,"9",0,"9","02","/","8","","5","","","/","","","/","","",14,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","01","12","5","",0,"8",0,"8","","","",6,"",0,"8",0,"8",8,"",120,"",2,"",0,"",2.6,"",.0,"8","U","",6.6,"",89,"",1.0,"",1001.7,"",1006.8,"",2,1.6,"",.0,"9",0,"9","10","/","8","","5","","","/","","","/","","",14,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","01","18","5","",0,"8",0,"8","","","",6,"",0,"8",0,"8",8,"",140,"",2,"",0,"",1.8,"",.0,"8","U","",6.3,"",90,"",.3,"",1005.0,"",1010.1,"",1,1.7,"",.0,"9",0,"9","10","/","8","","5","","","/","","","/","","",14,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","02","06","/","",0,"8",0,"8","","","",3,"",0,"8",0,"8",9,"",230,"",1,"",0,"",-1.0,"",.0,"8","U","",5.5,"",97,"",-1.4,"",1011.3,"",1016.5,"",3,1.6,"",.0,"9",0,"9","47","/","9","","/","","","/","","","/","","",14,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","02","07","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",9,"",0,"",0,"",0,"",-.6,"",.0,"8","U","",5.7,"",97,"",-1.0,"",1011.9,"",1017.1,"",2,1.9,"",.0,"8",0,"8","47","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","02","08","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",9,"",0,"",0,"",0,"",-.3,"",.0,"8","U","",5.8,"",97,"",-.7,"",1012.6,"",1017.8,"",2,1.9,"",.0,"8",0,"8","45","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","02","09","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",9,"",0,"",0,"",0,"",.1,"",.0,"8","U","",6.0,"",97,"",-.3,"",1013.0,"",1018.2,"",1,1.7,"",.0,"8",0,"8","45","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","02","10","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",9,"",0,"",0,"",0,"",.2,"",.0,"8","U","",6.0,"",97,"",-.2,"",1013.3,"",1018.5,"",2,1.4,"",.0,"8",0,"8","47","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","02","11","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",9,"",270,"",1,"",0,"",.3,"",.0,"8","U","",6.1,"",97,"",-.1,"",1013.4,"",1018.6,"",1,.8,"",.0,"8",0,"8","43","4","9","","/","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"354170125","LÊBORK","2006","01","02","12","/","",0,"8",0,"8","","","",1,"",0,"8",0,"8",9,"",0,"",0,"",0,"",.5,"",.0,"8","U","",6.1,"",97,"",.1,"",1013.7,"",1018.9,"",2,.7,"",.0,"9",0,"9","45","4","9","","/","","","/","","","/","","",14,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
