"350190550","CZÊSTOCHOWA","2001","01","01","06","6","",0,"8",0,"8","","","",7,"",0,"8",0,"8",7,"",250,"",1,"",0,"",-5.5,"",-6.0,"","W","L",3.4,"",83,"",-7.9,"",980.6,"",1018.2,"",3,.2,"",.2,"",7,"","00","/","7","","5","","","/","","","/","","",17,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","01","09","5","",0,"8",0,"8","","","",7,"",0,"8",0,"8",3,"",230,"",2,"",0,"",-4.6,"",-5.5,"","W","L",3.3,"",76,"",-8.1,"",980.9,"",1018.3,"",1,.3,"",.0,"8",0,"8","01","1","3","","5","","","0","","","0","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","01","12","9","",0,"8",0,"8","","","",7,"",0,"8",0,"8",0,"",230,"",2,"",0,"",-1.7,"",-3.3,"","W","L",3.7,"",68,"",-6.8,"",980.3,"",1017.3,"",8,-.6,"",.0,"9",0,"9","02","1","0","","0","","","0","","","0","","",17,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","01","15","9","",0,"8",0,"8","","","",6,"",0,"8",0,"8",1,"",190,"",2,"",0,"",-4.4,"",-5.2,"","W","L",3.5,"",79,"",-7.5,"",979.3,"",1016.7,"",6,-1.0,"",.0,"8",0,"8","10","0","0","","0","","","0","","","1","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","01","18","9","",0,"8",0,"8","","","",6,"",0,"8",0,"8",1,"",180,"",2,"",0,"",-6.7,"",-7.1,"","W","L",3.1,"",85,"",-8.8,"",978.0,"",1015.6,"",6,-1.3,"",.0,"9",0,"9","10","0","0","","0","","","0","","","1","","",17,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","02","06","6","",0,"8",0,"8","","","",7,"",0,"8",0,"8",8,"",210,"",5,"",0,"",-1.3,"",-2.5,"","W","L",4.3,"",77,"",-4.8,"",973.2,"",1009.9,"",8,-.3,"",.0,"",7,"","00","/","8","","5","","","/","","","/","","",17,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","02","09","6","",0,"8",0,"8","","","",7,"",0,"8",0,"8",6,"",220,"",4,"",0,"",-.2,"",-1.5,"","W","W",4.6,"",76,"",-4.0,"",972.8,"",1009.3,"",5,-.4,"",.0,"8",0,"8","02","2","6","","5","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","02","12","5","",0,"8",0,"8","","","",8,"",0,"8",0,"8",5,"",220,"",4,"",0,"",1.9,"",-.1,"","W","W",4.7,"",68,"",-3.4,"",970.7,"",1006.9,"",8,-2.1,"",.0,"9",0,"9","01","2","3","","5","","","3","","","1","","",13,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","02","15","5","",0,"8",0,"8","","","",7,"",0,"8",0,"8",8,"",220,"",4,"",0,"",1.1,"",-.4,"","W","W",4.9,"",74,"",-3.0,"",971.8,"",1008.1,"",1,1.1,"",.0,"8",0,"8","25","2","8","","5","","","/","","","/","","",0,"8",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
"350190550","CZÊSTOCHOWA","2001","01","02","18","5","",0,"8",0,"8","","","",7,"",0,"8",0,"8",7,"",210,"",5,"",11,"",.3,"",-1.0,"","W","W",4.8,"",77,"",-3.2,"",971.7,"",1008.1,"",5,-.1,"",.2,"",6,"","01","8","7","","5","","","/","","","/","","",13,"",.0,"8",.0,"8","","8",0,"8","","",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",.0,"8",0,"8",0,"8",0,"8","","",0,"8",0,"8"
